source,target,weight
216,954,0.75
216,960,0.75
216,963,0.75
216,998,0.75
216,1063,0.75
216,1083,0.75
216,1128,0.75
216,1143,0.5
216,1150,0.5
216,1193,1
216,1197,0.666667
216,1238,0.75
216,1257,0.5
216,1268,0.75
216,1277,0.75
216,1290,0.75
216,1294,0.75
216,1330,0.75
216,1379,1
216,1408,0.75
216,1424,0.5
216,1431,0.75
216,1439,0.75
216,1452,0.75
216,1466,1
216,1500,0.75
216,1521,0.75
216,1531,0.75
216,1577,0.75
216,1579,1
216,1586,0.75
216,1596,0.75
216,1607,0.75
216,1781,1
216,1790,0.75
216,1844,0.75
216,1853,1
216,1857,1
216,1873,0.5
216,1893,0.75
216,1898,0.5
216,1926,0.75
216,1935,0.75
216,1941,0.75
216,1962,0.5
216,1973,1
216,1994,1
216,1997,1
217,271,0.75
217,279,1
217,338,1
217,343,1
217,402,0.75
217,410,1
217,456,0.5
217,510,0.75
217,520,1
217,584,0.75
217,598,0.75
217,604,1
217,649,1
217,716,1
217,722,1
217,736,1
217,826,0.75
217,840,1
217,851,0.75
217,872,1
217,902,0.75
217,938,1
217,954,1
217,960,1
217,963,1
217,998,0.5
217,1063,1
217,1083,1
217,1128,1
217,1193,0.75
217,1238,1
217,1257,0.5
217,1268,1
217,1277,1
217,1290,1
217,1294,1
217,1330,1
217,1379,0.75
217,1408,1
217,1431,1
217,1439,0.75
217,1452,1
217,1466,0.75
217,1500,1
217,1521,1
217,1531,1
217,1577,1
217,1579,0.75
217,1586,0.75
217,1596,1
217,1607,1
217,1781,0.75
217,1790,1
217,1844,0.75
217,1853,0.75
217,1873,0.5
217,1893,1
217,1926,1
217,1935,1
217,1941,1
217,1962,0.5
217,1973,0.75
217,1994,0.75
217,1997,0.75
218,1873,1
220,371,1
220,1767,0.5
220,1873,0.5
221,848,1
221,923,1
221,1158,0.666667
224,1923,1
226,1257,1
228,1257,1
232,833,1
238,318,1
238,652,1
238,737,1
238,1143,0.5
238,1902,1
241,1668,1
242,277,1
242,418,1
242,456,1
242,464,1
242,478,1
242,573,1
242,689,1
242,903,1
242,979,1
242,998,1
242,1119,1
242,1134,1
242,1322,1
242,1368,1
242,1509,1
242,1575,1
242,1585,1
242,1618,1
242,1628,1
242,1750,1
242,1766,1
242,1791,1
242,1877,1
242,1962,1
242,1986,1
242,2000,1
242,2005,1
244,245,0.75
244,357,0.666667
244,571,0.666667
244,727,0.75
244,896,0.666667
244,990,1
244,997,1
244,1057,1
244,1069,0.666667
244,1157,0.666667
244,1158,0.75
244,1392,0.75
244,1549,0.75
245,385,1
245,727,0.75
245,824,1
245,881,1
245,990,1
245,997,1
245,1057,1
245,1158,0.75
245,1287,1
245,1305,1
245,1376,1
245,1392,0.75
245,1423,1
245,1549,0.75
245,1593,1
245,1833,1
245,1905,0.5
246,1668,1
247,252,1
247,465,1
247,1186,1
247,1388,1
247,1905,0.666667
252,465,1
252,1186,1
252,1388,1
252,1905,0.666667
253,1668,1
254,1668,1
256,305,1
256,328,1
256,409,0.5
256,411,1
256,418,1
256,464,1
256,793,1
256,816,1
256,851,0.5
256,1178,1
256,1585,1
256,1767,0.5
256,1791,1
256,1986,1
260,277,0.5
260,442,1
260,690,0.5
260,712,0.5
260,868,0.5
260,982,1
260,1276,0.5
260,1286,0.5
260,1494,1
260,1522,0.5
260,1628,0.5
260,1918,0.5
260,2026,1
263,1668,1
264,535,1
264,1268,1
264,1500,1
264,1586,1
264,1997,1
265,271,0.5
265,305,0.5
265,315,0.5
265,328,0.5
265,409,0.5
265,411,0.75
265,418,0.75
265,452,0.5
265,456,0.5
265,464,0.75
265,478,0.75
265,510,0.5
265,555,1
265,557,1
265,573,0.75
265,584,0.5
265,598,0.5
265,640,1
265,689,1
265,712,0.75
265,793,0.5
265,816,0.5
265,889,0.75
265,903,0.75
265,979,0.75
265,998,0.5
265,1010,1
265,1018,0.75
265,1072,0.75
265,1080,0.75
265,1099,0.5
265,1119,0.75
265,1178,0.5
265,1190,0.75
265,1213,0.75
265,1240,1
265,1286,1
265,1322,0.75
265,1368,0.75
265,1429,1
265,1433,0.666667
265,1485,1
265,1509,0.75
265,1522,1
265,1575,0.75
265,1585,0.75
265,1628,0.75
265,1662,1
265,1668,0.5
265,1669,1
265,1673,1
265,1717,0.666667
265,1730,0.666667
265,1742,0.666667
265,1750,0.75
265,1766,1
265,1791,0.75
265,1832,0.75
265,1838,1
265,1875,0.5
265,1877,0.75
265,1962,0.5
265,1975,1
265,1986,0.75
265,2000,0.666667
265,2005,0.75
271,279,0.75
271,338,0.75
271,343,0.75
271,402,0.75
271,410,0.75
271,456,0.5
271,510,1
271,520,0.75
271,555,0.5
271,557,0.5
271,584,1
271,598,1
271,604,0.75
271,649,0.75
271,689,0.5
271,716,0.75
271,722,0.75
271,736,0.75
271,826,0.75
271,840,0.75
271,851,0.75
271,872,0.75
271,902,0.75
271,938,0.75
271,954,0.75
271,960,0.75
271,963,0.75
271,998,0.5
271,1063,0.75
271,1083,0.75
271,1128,0.75
271,1143,0.5
271,1193,0.75
271,1238,0.75
271,1240,0.5
271,1257,0.5
271,1268,0.75
271,1277,0.75
271,1290,0.75
271,1294,0.75
271,1330,0.75
271,1379,0.75
271,1408,0.75
271,1429,0.5
271,1431,0.75
271,1439,0.75
271,1452,0.75
271,1466,0.75
271,1500,0.75
271,1521,0.75
271,1522,0.5
271,1531,0.75
271,1577,0.75
271,1579,0.75
271,1586,0.75
271,1596,0.75
271,1607,0.75
271,1669,0.5
271,1673,0.5
271,1781,0.75
271,1790,0.75
271,1838,0.5
271,1844,0.75
271,1853,0.75
271,1873,0.5
271,1893,0.75
271,1926,0.75
271,1935,0.75
271,1941,0.75
271,1962,0.5
271,1973,0.75
271,1994,0.75
271,1997,0.75
277,332,1
277,418,0.75
277,422,1
277,433,0.75
277,442,0.666667
277,452,0.5
277,456,0.5
277,464,0.75
277,478,0.75
277,555,0.75
277,557,0.75
277,573,0.75
277,629,0.5
277,689,0.75
277,712,0.75
277,865,0.666667
277,868,0.75
277,903,0.75
277,979,0.75
277,982,0.5
277,998,0.5
277,1018,0.75
277,1080,0.75
277,1119,0.75
277,1134,0.75
277,1240,0.75
277,1276,0.75
277,1286,1
277,1322,0.75
277,1365,1
277,1368,0.75
277,1401,0.75
277,1429,0.75
277,1485,1
277,1494,1
277,1509,0.75
277,1522,0.75
277,1575,0.75
277,1585,0.75
277,1618,1
277,1628,0.75
277,1662,1
277,1668,0.75
277,1750,0.75
277,1766,1
277,1791,0.75
277,1815,1
277,1838,0.75
277,1877,0.75
277,1918,1
277,1962,0.5
277,1975,1
277,1986,0.75
277,2000,0.666667
277,2005,0.75
277,2026,0.5
278,292,1
278,818,1
278,891,1
278,1478,1
278,1779,1
278,1905,0.5
279,338,1
279,343,1
279,402,0.75
279,410,1
279,456,0.5
279,510,0.75
279,520,1
279,584,0.75
279,598,0.75
279,604,1
279,649,1
279,716,1
279,722,1
279,736,1
279,826,0.75
279,840,1
279,851,0.75
279,872,1
279,902,0.75
279,938,1
279,954,1
279,960,1
279,963,1
279,998,0.5
279,1063,1
279,1083,1
279,1128,1
279,1193,0.75
279,1238,1
279,1257,0.5
279,1268,1
279,1277,1
279,1290,1
279,1294,1
279,1330,1
279,1379,0.75
279,1408,1
279,1431,1
279,1439,0.75
279,1452,1
279,1466,0.75
279,1500,1
279,1521,1
279,1531,1
279,1577,1
279,1579,0.75
279,1586,0.75
279,1596,1
279,1607,1
279,1781,0.75
279,1790,1
279,1844,0.75
279,1853,0.75
279,1873,0.5
279,1893,1
279,1926,1
279,1935,1
279,1941,1
279,1962,0.5
279,1973,0.75
279,1994,0.75
279,1997,0.75
281,1124,1
281,1286,0.5
281,1875,0.5
282,1705,1
289,1873,1
290,1286,1
291,452,1
292,818,1
292,891,1
292,1478,1
292,1779,1
292,1812,0.5
292,1905,0.5
293,1668,1
294,1548,1
296,983,1
296,1696,1
300,897,1
301,1767,1
305,328,1
305,382,0.5
305,409,0.75
305,411,0.75
305,418,0.75
305,456,0.5
305,464,0.75
305,557,0.5
305,640,0.666667
305,689,0.5
305,793,1
305,816,1
305,851,0.5
305,889,0.5
305,979,0.5
305,998,0.5
305,1010,0.666667
305,1018,0.5
305,1119,0.5
305,1178,1
305,1240,0.5
305,1322,0.5
305,1368,0.5
305,1429,0.5
305,1433,1
305,1575,0.5
305,1585,0.75
305,1669,0.5
305,1742,1
305,1767,0.5
305,1769,0.5
305,1791,0.75
305,1838,0.5
305,1962,0.5
305,1975,0.666667
305,1986,0.75
310,1668,1
311,1683,1
311,1873,0.5
312,1668,1
313,1668,1
315,418,0.5
315,456,0.5
315,464,0.5
315,555,0.5
315,557,0.5
315,640,0.5
315,689,0.5
315,903,0.5
315,998,0.5
315,1010,0.5
315,1072,0.5
315,1080,0.5
315,1119,0.5
315,1190,0.5
315,1213,0.5
315,1240,0.5
315,1286,0.5
315,1322,0.5
315,1429,0.5
315,1485,0.5
315,1509,0.5
315,1575,0.5
315,1585,0.5
315,1662,0.5
315,1750,0.5
315,1791,0.5
315,1875,0.5
315,1986,0.5
315,2005,0.5
316,1668,1
318,652,1
318,737,1
318,1143,0.5
318,1902,1
320,1668,1
322,349,1
322,852,1
322,1133,1
322,1705,1
324,1668,1
325,1055,1
326,908,1
327,635,1
328,409,0.75
328,411,0.75
328,418,0.75
328,456,0.5
328,464,0.75
328,557,0.5
328,640,0.666667
328,689,0.5
328,793,1
328,816,1
328,851,0.5
328,889,0.5
328,979,0.5
328,998,0.5
328,1018,0.5
328,1119,0.5
328,1178,1
328,1240,0.5
328,1276,0.5
328,1322,0.5
328,1368,0.5
328,1409,0.5
328,1429,0.5
328,1433,1
328,1575,0.5
328,1585,0.75
328,1669,0.5
328,1742,1
328,1767,0.5
328,1769,0.5
328,1791,0.75
328,1838,0.5
328,1962,0.5
328,1975,0.666667
328,1986,0.75
328,2026,0.5
332,418,0.666667
332,422,1
332,442,0.666667
332,449,0.666667
332,456,0.666667
332,464,0.666667
332,478,0.666667
332,555,0.666667
332,557,0.666667
332,573,0.666667
332,666,0.5
332,689,0.666667
332,865,0.666667
332,903,0.666667
332,982,0.666667
332,998,0.666667
332,1010,1
332,1072,0.666667
332,1079,1
332,1119,0.666667
332,1240,0.666667
332,1276,0.666667
332,1322,0.666667
332,1429,0.666667
332,1509,0.666667
332,1522,0.666667
332,1575,0.666667
332,1585,0.666667
332,1628,0.666667
332,1668,0.666667
332,1669,0.666667
332,1750,0.666667
332,1791,0.666667
332,1877,0.666667
332,1918,1
332,1962,0.666667
332,1986,0.666667
332,2005,0.666667
336,1873,1
337,1814,1
338,343,1
338,402,0.75
338,410,1
338,456,0.5
338,510,0.75
338,520,1
338,584,0.75
338,598,0.75
338,604,1
338,649,1
338,716,1
338,722,1
338,736,1
338,826,0.75
338,840,1
338,851,0.75
338,872,1
338,902,0.75
338,938,1
338,954,1
338,960,1
338,963,1
338,998,0.5
338,1063,1
338,1083,1
338,1128,1
338,1143,0.5
338,1193,0.75
338,1238,1
338,1257,0.5
338,1268,1
338,1277,1
338,1290,1
338,1294,1
338,1330,1
338,1379,0.75
338,1408,1
338,1431,1
338,1439,0.75
338,1452,1
338,1466,0.75
338,1500,1
338,1521,1
338,1531,1
338,1577,1
338,1579,0.75
338,1586,0.75
338,1596,1
338,1607,1
338,1781,0.75
338,1790,1
338,1844,0.75
338,1853,0.75
338,1873,0.5
338,1893,1
338,1926,1
338,1935,1
338,1941,1
338,1962,0.5
338,1973,0.75
338,1994,0.75
338,1997,0.75
342,1873,1
343,402,0.75
343,410,1
343,456,0.5
343,510,0.75
343,520,1
343,584,0.75
343,598,0.75
343,604,1
343,649,1
343,716,1
343,722,1
343,736,1
343,826,0.75
343,840,1
343,851,0.75
343,872,1
343,902,0.75
343,938,1
343,954,1
343,960,1
343,963,1
343,998,0.5
343,1063,1
343,1083,1
343,1128,1
343,1143,0.5
343,1193,0.75
343,1238,1
343,1257,0.5
343,1268,1
343,1277,1
343,1290,1
343,1294,1
343,1330,1
343,1379,0.75
343,1408,1
343,1431,1
343,1439,0.75
343,1452,1
343,1466,0.75
343,1500,1
343,1521,1
343,1531,1
343,1577,1
343,1579,0.75
343,1586,0.75
343,1596,1
343,1607,1
343,1781,0.75
343,1790,1
343,1844,0.75
343,1853,0.75
343,1873,0.5
343,1893,1
343,1926,1
343,1935,1
343,1941,1
343,1962,0.5
343,1973,0.75
343,1994,0.75
343,1997,0.75
344,349,0.5
344,458,0.5
344,944,1
344,1257,0.5
344,1504,1
344,1767,0.5
344,1873,0.5
347,387,0.75
347,403,0.75
347,487,1
347,508,0.75
347,515,0.75
347,733,0.75
347,782,0.75
347,890,0.75
347,957,1
347,1041,0.75
347,1068,1
347,1102,1
347,1154,0.75
347,1404,1
347,1444,1
347,1527,1
347,1666,1
347,1802,0.75
347,1974,0.75
347,1992,0.75
347,2024,1
349,361,1
349,534,1
349,538,0.5
349,583,0.75
349,586,0.5
349,602,1
349,731,0.5
349,794,0.5
349,828,0.75
349,831,1
349,852,1
349,917,0.75
349,944,0.5
349,1133,1
349,1243,0.5
349,1382,1
349,1538,1
349,1562,0.75
349,1705,1
349,1726,1
349,1753,0.5
349,1767,0.5
351,1668,1
357,571,1
357,896,1
357,1069,1
357,1157,1
358,452,1
361,828,1
361,1257,0.5
361,1562,1
361,1767,0.5
361,1873,0.5
363,387,0.75
363,403,0.75
363,508,0.75
363,515,0.75
363,733,0.75
363,782,0.75
363,890,0.75
363,1029,1
363,1041,0.75
363,1136,1
363,1154,0.75
363,1507,1
363,1597,1
363,1689,1
363,1749,1
363,1802,0.75
363,1900,1
363,1914,1
363,1964,1
363,1974,0.75
363,1992,0.75
365,1257,1
365,1873,1
367,1668,1
368,452,1
371,1767,0.5
371,1873,0.5
374,458,1
374,731,0.5
374,1060,1
374,1207,1
377,401,1
377,513,1
377,561,1
377,668,1
377,732,1
377,987,1
377,1087,1
377,1325,1
377,1372,1
377,1792,1
377,1871,1
377,1951,1
377,1972,1
377,1985,1
377,2003,1
379,1668,1
381,1873,1
382,411,0.5
382,418,0.5
382,422,1
382,433,0.75
382,456,0.5
382,464,0.5
382,478,0.5
382,555,0.5
382,557,0.5
382,573,0.5
382,627,1
382,665,0.5
382,667,0.75
382,689,0.5
382,795,0.75
382,816,0.5
382,903,0.5
382,977,1
382,982,0.5
382,998,0.5
382,1010,0.666667
382,1018,0.75
382,1072,0.75
382,1119,0.5
382,1226,0.75
382,1240,0.5
382,1276,0.75
382,1368,0.75
382,1401,0.75
382,1429,0.5
382,1509,0.5
382,1575,0.5
382,1585,0.5
382,1618,0.666667
382,1628,0.5
382,1651,0.5
382,1669,0.5
382,1673,0.5
382,1742,0.666667
382,1766,0.666667
382,1791,0.5
382,1855,0.75
382,1962,0.5
382,1986,0.5
383,1668,1
384,411,0.5
384,433,0.5
384,456,0.5
384,478,0.5
384,555,0.5
384,557,0.5
384,573,0.5
384,665,1
384,712,0.5
384,795,0.5
384,866,0.5
384,868,0.5
384,903,0.5
384,915,0.5
384,964,0.5
384,998,0.5
384,1119,0.5
384,1134,0.5
384,1213,0.5
384,1240,0.5
384,1322,0.5
384,1401,0.5
384,1522,0.5
384,1575,0.5
384,1585,0.5
384,1669,0.5
384,1815,0.5
384,1832,0.5
384,1961,0.5
384,1962,0.5
385,1158,1
385,1305,1
385,1376,1
385,1423,1
385,1905,1
386,525,1
386,1498,1
387,403,1
387,487,0.75
387,508,1
387,515,1
387,733,1
387,782,1
387,890,1
387,957,0.75
387,1029,0.75
387,1041,1
387,1068,0.75
387,1102,0.75
387,1136,0.75
387,1154,1
387,1404,0.75
387,1444,0.75
387,1507,0.75
387,1527,0.75
387,1597,0.75
387,1666,0.75
387,1689,0.75
387,1749,0.75
387,1802,1
387,1900,0.75
387,1914,0.75
387,1964,0.75
387,1974,1
387,1992,1
387,2024,0.75
389,1696,1
389,1906,1
391,962,0.666667
391,1938,1
399,1873,1
401,513,1
401,561,1
401,668,1
401,732,1
401,987,1
401,1087,1
401,1325,1
401,1372,1
401,1792,1
401,1871,1
401,1951,1
401,1972,1
401,1985,1
401,2003,1
402,410,0.75
402,456,0.5
402,510,0.75
402,520,0.75
402,584,0.75
402,598,0.75
402,604,0.75
402,649,0.75
402,716,0.75
402,722,0.75
402,736,0.75
402,826,0.75
402,840,0.75
402,851,0.75
402,872,0.75
402,902,1
402,938,0.75
402,954,0.75
402,960,0.75
402,963,0.75
402,998,0.75
402,1063,0.75
402,1083,0.75
402,1128,0.75
402,1143,0.5
402,1193,1
402,1197,0.666667
402,1238,0.75
402,1257,0.5
402,1268,0.75
402,1277,0.75
402,1290,0.75
402,1294,0.75
402,1330,0.75
402,1379,1
402,1408,0.75
402,1431,0.75
402,1439,0.75
402,1452,0.75
402,1466,1
402,1500,0.75
402,1521,0.75
402,1531,0.75
402,1577,0.75
402,1579,1
402,1586,0.75
402,1596,0.75
402,1607,0.75
402,1781,1
402,1790,0.75
402,1844,0.75
402,1853,1
402,1857,1
402,1873,0.5
402,1893,0.75
402,1926,0.75
402,1935,0.75
402,1941,0.75
402,1962,0.5
402,1973,1
402,1991,1
402,1994,1
402,1997,1
403,487,0.75
403,508,1
403,515,1
403,733,1
403,782,1
403,890,1
403,957,0.75
403,1029,0.75
403,1041,1
403,1068,0.75
403,1102,0.75
403,1136,0.75
403,1154,1
403,1404,0.75
403,1444,0.75
403,1507,0.75
403,1527,0.75
403,1597,0.75
403,1666,0.75
403,1689,0.75
403,1749,0.75
403,1802,1
403,1900,0.75
403,1914,0.75
403,1964,0.75
403,1974,1
403,1992,1
403,2024,0.75
409,411,0.5
409,418,0.5
409,452,0.5
409,456,0.5
409,464,0.5
409,557,0.5
409,640,0.666667
409,689,0.5
409,793,0.75
409,816,0.75
409,889,0.5
409,979,0.5
409,998,0.5
409,1018,0.5
409,1119,0.5
409,1178,0.75
409,1240,0.5
409,1322,0.5
409,1368,0.5
409,1429,0.5
409,1433,1
409,1575,0.5
409,1585,0.5
409,1586,0.5
409,1669,0.5
409,1742,1
409,1769,0.5
409,1791,0.5
409,1838,0.5
409,1962,0.5
409,1975,0.666667
409,1986,0.5
410,422,0.5
410,456,0.5
410,510,0.75
410,520,1
410,584,0.75
410,598,0.75
410,604,1
410,649,1
410,716,1
410,722,1
410,736,1
410,826,0.75
410,840,1
410,851,0.75
410,872,1
410,902,0.75
410,938,1
410,954,1
410,960,1
410,963,1
410,998,0.5
410,1063,1
410,1083,1
410,1128,1
410,1143,0.5
410,1193,0.75
410,1238,1
410,1257,0.5
410,1268,1
410,1277,1
410,1290,1
410,1294,1
410,1330,1
410,1379,0.75
410,1408,1
410,1431,1
410,1439,0.75
410,1452,1
410,1466,0.75
410,1500,1
410,1521,1
410,1531,1
410,1577,1
410,1579,0.75
410,1586,0.75
410,1596,1
410,1607,1
410,1781,0.75
410,1790,1
410,1844,0.75
410,1853,0.75
410,1854,1
410,1873,0.5
410,1893,1
410,1898,0.5
410,1926,1
410,1935,1
410,1941,1
410,1962,0.5
410,1973,0.75
410,1994,0.75
410,1997,0.75
410,2010,0.5
411,418,1
411,422,1
411,433,0.75
411,452,0.5
411,456,0.5
411,464,1
411,478,0.75
411,555,0.75
411,557,0.75
411,573,0.75
411,627,0.5
411,640,1
411,665,0.5
411,667,0.5
411,689,0.75
411,703,0.5
411,712,0.75
411,793,0.75
411,795,0.75
411,816,0.75
411,851,0.5
411,866,0.75
411,868,0.75
411,889,0.75
411,903,0.75
411,915,0.666667
411,964,0.75
411,977,0.5
411,979,0.75
411,998,0.5
411,1018,0.75
411,1072,0.75
411,1079,0.666667
411,1119,0.75
411,1134,0.75
411,1178,0.75
411,1213,0.75
411,1240,0.75
411,1276,0.75
411,1322,0.75
411,1368,0.75
411,1409,0.5
411,1429,0.75
411,1433,0.666667
411,1509,0.75
411,1575,0.75
411,1585,1
411,1662,1
411,1668,0.5
411,1669,0.75
411,1673,0.75
411,1742,0.666667
411,1766,1
411,1767,0.5
411,1769,0.5
411,1791,1
411,1815,1
411,1832,0.75
411,1838,0.75
411,1877,0.75
411,1910,1
411,1961,0.75
411,1962,0.5
411,1975,1
411,1986,1
411,2005,0.75
412,1668,1
413,1873,1
415,1668,1
417,803,1
417,1575,0.5
417,1585,0.5
418,422,1
418,433,0.75
418,449,0.5
418,452,0.5
418,456,0.5
418,462,0.5
418,464,1
418,478,0.75
418,555,0.75
418,557,0.75
418,573,0.75
418,627,0.5
418,640,1
418,667,0.5
418,689,0.75
418,703,0.5
418,712,0.75
418,793,0.75
418,795,0.75
418,816,0.75
418,851,0.5
418,863,0.5
418,866,0.75
418,868,0.75
418,889,0.75
418,903,0.75
418,915,0.666667
418,964,0.75
418,977,0.5
418,979,0.75
418,998,0.5
418,1010,1
418,1018,0.75
418,1072,0.75
418,1079,0.666667
418,1080,0.75
418,1099,0.5
418,1119,0.75
418,1134,0.75
418,1178,0.75
418,1190,0.75
418,1213,0.75
418,1240,0.75
418,1276,0.75
418,1286,1
418,1322,0.75
418,1368,0.75
418,1401,0.75
418,1409,0.5
418,1429,0.75
418,1433,0.666667
418,1485,1
418,1509,0.75
418,1522,0.75
418,1575,0.75
418,1585,1
418,1618,1
418,1628,0.75
418,1662,1
418,1668,0.5
418,1669,0.75
418,1673,0.75
418,1717,0.666667
418,1742,0.666667
418,1750,0.75
418,1766,1
418,1767,0.5
418,1769,0.5
418,1791,1
418,1815,1
418,1832,0.75
418,1838,0.75
418,1875,0.5
418,1877,0.75
418,1910,1
418,1918,0.75
418,1961,0.75
418,1962,0.5
418,1975,1
418,1986,1
418,2000,0.666667
418,2005,0.75
419,1873,1
422,452,0.5
422,456,1
422,464,1
422,478,1
422,510,0.5
422,555,1
422,557,1
422,573,1
422,627,1
422,666,0.5
422,689,1
422,795,1
422,826,0.5
422,868,1
422,903,1
422,998,1
422,1119,1
422,1240,1
422,1257,0.5
422,1276,1
422,1368,1
422,1429,1
422,1509,1
422,1575,1
422,1585,1
422,1618,1
422,1628,1
422,1668,0.5
422,1669,1
422,1673,1
422,1791,1
422,1873,0.5
422,1918,1
422,1962,1
422,1986,1
422,2026,0.5
423,452,0.5
423,568,1
424,452,0.5
424,1038,1
428,1252,1
429,1158,0.666667
429,1194,1
429,1376,0.666667
429,1443,1
429,1980,1
433,452,0.5
433,456,0.5
433,478,0.75
433,555,0.75
433,557,0.75
433,573,0.75
433,627,0.75
433,665,0.5
433,667,0.5
433,712,0.75
433,795,1
433,866,0.75
433,868,0.75
433,889,0.75
433,903,0.75
433,915,0.666667
433,964,0.75
433,977,0.75
433,998,0.5
433,1018,1
433,1072,1
433,1119,0.75
433,1134,0.75
433,1213,0.75
433,1226,0.5
433,1240,0.75
433,1276,1
433,1322,0.75
433,1368,1
433,1401,1
433,1429,0.75
433,1575,0.75
433,1585,0.75
433,1618,1
433,1628,0.75
433,1668,0.5
433,1669,0.75
433,1673,0.75
433,1750,0.75
433,1766,1
433,1791,0.75
433,1815,1
433,1832,0.75
433,1838,0.75
433,1855,0.5
433,1877,0.75
433,1961,0.75
433,1962,0.5
433,1986,0.75
433,2005,0.75
435,461,1
435,1060,1
435,1800,1
439,1257,0.5
439,1767,0.5
439,1873,0.5
439,1929,1
440,1628,1
441,1873,1
442,690,0.666667
442,865,1
442,982,1
442,1286,0.5
442,1918,0.666667
442,2026,1
447,1668,1
448,729,1
448,766,1
448,1123,1
448,1499,1
448,1772,1
448,1812,1
449,456,0.5
449,462,0.5
449,464,0.5
449,478,0.75
449,538,0.5
449,555,0.5
449,557,0.5
449,573,0.5
449,667,1
449,689,0.5
449,717,0.5
449,863,0.5
449,866,0.5
449,903,0.5
449,998,0.5
449,1010,0.666667
449,1051,0.75
449,1072,0.5
449,1079,1
449,1119,0.75
449,1240,0.5
449,1257,0.5
449,1322,0.5
449,1429,0.5
449,1509,0.75
449,1522,0.5
449,1575,0.75
449,1585,0.5
449,1648,1
449,1669,0.5
449,1750,0.5
449,1767,0.5
449,1791,0.5
449,1829,0.75
449,1832,0.75
449,1838,0.5
449,1877,0.75
449,1918,0.5
449,1961,0.75
449,1962,0.75
449,1986,0.5
449,2005,0.5
450,1873,1
452,464,0.5
452,478,0.5
452,555,0.5
452,557,0.5
452,568,0.5
452,573,0.5
452,640,0.666667
452,689,0.5
452,712,0.5
452,795,0.5
452,798,1
452,866,0.5
452,868,0.5
452,889,0.5
452,903,0.5
452,927,1
452,964,0.5
452,979,0.5
452,1018,0.5
452,1022,1
452,1072,0.5
452,1119,0.5
452,1134,0.5
452,1191,0.5
452,1213,0.5
452,1240,0.5
452,1276,0.5
452,1286,0.666667
452,1322,0.5
452,1362,1
452,1368,0.5
452,1401,0.5
452,1429,0.5
452,1509,0.5
452,1525,1
452,1575,0.5
452,1585,0.5
452,1586,0.5
452,1618,0.666667
452,1628,0.5
452,1662,0.666667
452,1668,0.5
452,1669,0.5
452,1673,0.5
452,1716,1
452,1750,0.5
452,1791,0.5
452,1815,0.666667
452,1832,0.5
452,1838,0.5
452,1877,0.5
452,1918,0.5
452,1954,0.5
452,1961,0.5
452,1975,0.666667
452,1986,0.5
454,1668,1
456,462,0.5
456,464,0.5
456,478,0.5
456,510,0.5
456,520,0.5
456,555,0.5
456,557,0.5
456,573,0.75
456,584,0.5
456,598,0.5
456,604,0.5
456,627,0.5
456,640,0.666667
456,649,0.5
456,665,0.5
456,689,0.5
456,710,1
456,712,0.5
456,716,0.5
456,722,0.5
456,736,0.5
456,793,0.5
456,795,0.5
456,816,0.5
456,826,0.75
456,840,0.5
456,851,0.5
456,863,0.5
456,866,0.75
456,868,0.75
456,872,0.5
456,889,0.75
456,898,0.5
456,902,0.5
456,903,0.5
456,915,1
456,938,0.5
456,954,0.5
456,960,0.5
456,963,0.5
456,964,0.75
456,977,0.5
456,979,0.5
456,998,0.75
456,1010,0.666667
456,1018,0.5
456,1063,0.5
456,1072,0.5
456,1079,0.666667
456,1080,0.5
456,1083,0.5
456,1099,0.5
456,1119,0.5
456,1128,0.5
456,1134,0.75
456,1178,0.5
456,1190,0.5
456,1193,0.5
456,1213,0.75
456,1238,0.5
456,1240,0.5
456,1257,0.5
456,1268,0.5
456,1276,0.5
456,1277,0.5
456,1286,0.666667
456,1290,0.5
456,1294,0.5
456,1322,0.75
456,1330,0.5
456,1368,0.5
456,1379,0.5
456,1381,0.666667
456,1401,0.5
456,1408,0.5
456,1429,0.5
456,1431,0.5
456,1433,0.666667
456,1439,0.75
456,1452,0.5
456,1466,0.5
456,1485,0.666667
456,1500,0.5
456,1509,0.5
456,1521,0.5
456,1522,0.5
456,1531,0.5
456,1546,0.5
456,1575,0.5
456,1577,0.5
456,1579,0.5
456,1585,0.5
456,1586,0.5
456,1596,0.5
456,1607,0.5
456,1618,0.666667
456,1628,0.5
456,1662,0.666667
456,1669,0.5
456,1673,0.5
456,1717,0.666667
456,1742,0.666667
456,1750,0.5
456,1766,0.666667
456,1781,0.5
456,1790,0.5
456,1791,0.5
456,1815,0.666667
456,1832,0.5
456,1838,0.5
456,1844,0.75
456,1853,0.5
456,1873,0.5
456,1875,0.5
456,1877,0.5
456,1893,0.5
456,1918,0.5
456,1926,0.5
456,1935,0.5
456,1941,0.5
456,1961,0.5
456,1962,0.75
456,1973,0.5
456,1975,0.666667
456,1986,0.5
456,1994,0.5
456,1997,0.5
456,2000,0.666667
456,2005,0.75
458,1207,1
461,1800,1
462,464,0.5
462,555,0.5
462,557,0.5
462,568,0.5
462,573,0.5
462,689,0.5
462,863,1
462,866,0.5
462,903,0.5
462,998,0.5
462,1072,0.5
462,1119,0.5
462,1240,0.5
462,1429,0.5
462,1509,0.5
462,1522,0.5
462,1585,0.5
462,1669,0.5
462,1750,0.5
462,1791,0.5
462,1838,0.5
462,1877,0.5
